Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,City,Time_taken (min),Distance
11.003008,76.97544,11.083009,77.05544,Fog,Medium,0,Meal,motorcycle,1.0,Metropolitian,47,12.44
19.874103,75.368419,19.924103,75.418419,Sunny,Jam,0,Drinks,motorcycle,1.0,Metropolitian,23,7.62
11.022298,76.998349,11.092298,77.068349,Windy,Jam,1,Meal,scooter,1.0,Metropolitian,22,10.88
23.351489,85.324253,23.401489,85.374253,Sunny,Jam,1,Buffet,scooter,1.0,Metropolitian,22,7.54
11.003681,76.975525,11.073681,77.045525,Sandstorms,Jam,0,Snack,motorcycle,1.0,Metropolitian,32,10.88
12.975996,80.221898,13.015996,80.261898,Stormy,High,1,Drinks,motorcycle,1.0,Urban,12,6.2
0.0,0.0,0.01,0.01,Windy,High,0,Meal,motorcycle,1.0,Metropolitian,34,1.57
0.0,0.0,0.05,0.05,Sunny,Jam,1,Buffet,scooter,1.0,Metropolitian,17,7.85
17.431668,78.408321,17.521668,78.498321,Windy,Low,2,Meal,scooter,1.0,Urban,17,13.81
22.732225,75.874765,22.762225,75.904765,Stormy,Low,0,Drinks,motorcycle,1.0,Metropolitian,32,4.53
17.451976,78.385883,17.461976,78.395883,Cloudy,Low,2,Snack,electric_scooter,0.0,Urban,10,1.53
21.157735,72.768778,21.267735,72.878778,Fog,Jam,2,Snack,scooter,1.0,Metropolitian,49,16.7
26.849596,75.800512,26.929596,75.880512,Fog,Low,0,Drinks,motorcycle,0.0,Metropolitian,22,11.91
21.183434,72.814492,21.203434,72.834492,Cloudy,Low,2,Snack,scooter,0.0,Metropolitian,14,3.04
18.533811,73.899315,18.593811,73.959315,Sunny,Jam,0,Drinks,motorcycle,3.0,Metropolitian,51,9.18
13.066762,80.251865,13.176762,80.361865,Cloudy,Medium,1,Meal,scooter,1.0,Urban,39,17.04
30.885814,75.786976,30.945814,75.846976,Cloudy,Low,1,Buffet,scooter,1.0,Metropolitian,16,8.78
17.41233,78.449654,17.46233,78.499654,Sandstorms,Jam,2,Snack,scooter,1.0,Metropolitian,17,7.67
17.455894,78.375467,17.505894,78.425467,Cloudy,Jam,2,Drinks,scooter,1.0,Metropolitian,25,7.67
22.725748,75.898497,22.835748,76.008497,Sunny,Medium,1,Snack,motorcycle,1.0,Urban,24,16.61
19.207222,72.972281,19.297222,73.062281,Sunny,Low,2,Buffet,scooter,1.0,Metropolitian,31,13.74
22.75004,75.902847,22.76004,75.912847,Sandstorms,Low,1,Snack,motorcycle,1.0,Urban,27,1.51
26.846156,75.8023,26.896156,75.8523,Fog,Medium,1,Meal,scooter,1.0,Metropolitian,18,7.44
30.902872,75.826808,30.942872,75.866808,Windy,Medium,2,Buffet,scooter,1.0,Metropolitian,33,5.86
27.16185,78.040165,27.17185,78.050165,Sandstorms,Low,1,Drinks,scooter,1.0,Urban,13,1.49
9.988483,76.295211,10.038483,76.345211,Stormy,Low,2,Meal,scooter,0.0,Metropolitian,29,7.79
22.527893,88.368628,22.547893,88.388628,Sandstorms,Low,1,Snack,scooter,0.0,Urban,11,3.02
23.359194,85.325447,23.399194,85.365447,Sunny,Medium,2,Meal,electric_scooter,0.0,Metropolitian,19,6.03
18.592718,73.773572,18.642718,73.823572,Fog,Low,1,Snack,motorcycle,1.0,Metropolitian,19,7.65
21.175975,72.795503,21.205975,72.825503,Fog,Low,2,Snack,scooter,1.0,Metropolitian,15,4.55
26.846156,75.8023,26.906156,75.8623,Windy,Jam,1,Snack,motorcycle,0.0,Metropolitian,21,8.93
0.0,0.0,0.08,0.08,Fog,Jam,1,Snack,motorcycle,1.0,Metropolitian,40,12.55
15.51315,73.78346,15.52315,73.79346,Fog,High,0,Buffet,motorcycle,,Metropolitian,29,1.54
19.065838,72.832658,19.155838,72.922658,Fog,Jam,2,Buffet,scooter,1.0,Metropolitian,34,13.75
12.972161,77.596014,12.982161,77.606014,Windy,High,1,Meal,scooter,0.0,Metropolitian,22,1.55
11.021278,76.995017,11.131278,77.105017,Cloudy,Low,1,Buffet,scooter,0.0,Metropolitian,26,17.1
12.98041,77.640489,13.04041,77.700489,Sandstorms,Low,0,Buffet,motorcycle,0.0,,23,9.3
19.874733,75.353942,19.924733,75.403942,Windy,Jam,1,Drinks,motorcycle,0.0,Metropolitian,19,7.62
17.41233,78.449654,17.49233,78.529654,Windy,Jam,1,Drinks,scooter,1.0,Urban,21,12.27
22.761593,75.886362,22.821593,75.946362,Sunny,Medium,1,Drinks,motorcycle,1.0,Metropolitian,10,9.06
18.543626,73.905101,18.603626,73.965101,Cloudy,Jam,0,Drinks,motorcycle,1.0,Metropolitian,27,9.18
11.022298,76.998349,11.062298,77.038349,Sandstorms,Medium,1,Drinks,motorcycle,1.0,Metropolitian,27,6.22
21.186608,72.794136,21.256608,72.864136,Cloudy,Jam,2,Meal,electric_scooter,1.0,Metropolitian,30,10.62
12.352058,76.60665,12.442058,76.69665,Stormy,Low,1,Snack,scooter,0.0,,16,13.96
13.026286,80.275235,13.136286,80.385235,Fog,Medium,2,Drinks,motorcycle,1.0,Urban,29,17.04
12.933298,77.614293,13.023298,77.704293,Windy,Medium,0,Drinks,motorcycle,2.0,Metropolitian,36,13.95
11.022169,76.999594,11.112169,77.089594,Cloudy,Jam,1,Meal,motorcycle,1.0,Urban,40,13.99
18.539299,73.897902,18.559299,73.917902,Sunny,Low,0,Meal,motorcycle,1.0,Metropolitian,21,3.06
26.905287,75.794592,27.015287,75.904592,Fog,Jam,2,Buffet,scooter,2.0,Metropolitian,40,16.37
0.0,0.0,0.07,0.07,Fog,Medium,2,Snack,motorcycle,1.0,Metropolitian,38,10.98
12.933284,77.615428,12.963284,77.645428,Stormy,Low,0,Drinks,motorcycle,1.0,Urban,21,4.65
19.221315,72.862381,19.331315,72.972381,Cloudy,Low,2,Drinks,scooter,1.0,Metropolitian,28,16.79
23.214294,77.435361,23.234294,77.455361,Fog,High,0,Drinks,motorcycle,1.0,Metropolitian,33,3.02
22.760072,75.892574,22.810072,75.942574,Cloudy,Jam,2,Drinks,scooter,1.0,Metropolitian,32,7.55
0.0,0.0,0.05,0.05,Sunny,Low,0,Meal,motorcycle,1.0,Urban,14,7.85
22.725748,75.898497,22.775748,75.948497,Cloudy,Jam,2,Buffet,scooter,1.0,Urban,33,7.55
21.170096,72.789122,21.180096,72.799122,Windy,Low,1,Drinks,motorcycle,1.0,Metropolitian,17,1.52
12.979166,77.640709,13.039166,77.700709,Fog,Jam,2,Drinks,scooter,1.0,Metropolitian,32,9.3
0.0,0.0,0.07,0.07,Stormy,Low,1,Meal,motorcycle,1.0,Urban,21,10.98
17.451976,78.385883,17.511976,78.445883,Windy,Medium,2,Snack,scooter,1.0,Metropolitian,27,9.2
26.956431,75.776649,27.086431,75.906649,Cloudy,Medium,2,Snack,scooter,1.0,Metropolitian,35,19.34
11.003681,76.975525,11.093681,77.065525,Sandstorms,Medium,1,Snack,motorcycle,0.0,Metropolitian,32,13.99
26.913483,75.803139,26.973483,75.863139,Windy,Low,1,Meal,motorcycle,,Metropolitian,12,8.93
23.354422,85.3329,23.484422,85.4629,Cloudy,Medium,0,Meal,motorcycle,3.0,Semi-Urban,46,19.59
11.003008,76.97544,11.033008,77.00544,Stormy,Medium,0,Snack,motorcycle,0.0,Metropolitian,24,4.66
19.221315,72.862381,19.331315,72.972381,Windy,Low,1,Buffet,motorcycle,0.0,Metropolitian,19,16.79
11.022298,76.998349,11.052298,77.028349,Sandstorms,Jam,2,Drinks,electric_scooter,1.0,Metropolitian,30,4.66
18.536562,73.896485,18.646562,74.006485,Fog,Low,2,Snack,motorcycle,0.0,Metropolitian,28,16.82
12.323994,76.626167,12.403994,76.706167,Cloudy,Medium,2,Drinks,electric_scooter,0.0,Urban,25,12.41
22.745536,75.893106,22.765536,75.913106,Windy,Low,1,Meal,motorcycle,1.0,Metropolitian,25,3.02
22.311358,73.164798,22.421358,73.274798,Sandstorms,Jam,0,Drinks,motorcycle,2.0,Metropolitian,36,16.64
21.170096,72.789122,21.300096,72.919122,Windy,Jam,0,Drinks,motorcycle,1.0,Urban,37,19.73
23.359194,85.325447,23.419194,85.385447,Sunny,Jam,1,Drinks,motorcycle,0.0,Urban,14,9.04
13.064181,80.236442,13.094181,80.266442,Stormy,Jam,1,Buffet,scooter,0.0,Metropolitian,30,4.65
13.02978,80.208812,13.11978,80.298812,Sandstorms,Medium,0,Meal,motorcycle,1.0,Metropolitian,33,13.94
17.440827,78.393391,17.450827,78.403391,Cloudy,Low,1,Meal,scooter,1.0,Metropolitian,12,1.53
10.027364,76.308258,10.137364,76.418258,Windy,Jam,2,Snack,motorcycle,0.0,Metropolitian,24,17.13
19.178321,72.834715,19.268321,72.924715,Sunny,Medium,0,Buffet,motorcycle,1.0,Urban,21,13.74
15.585658,73.743606,15.615658,73.773606,Windy,Low,0,Drinks,motorcycle,1.0,Urban,32,4.62
22.310237,73.158921,22.390237,73.238921,Stormy,Jam,2,Drinks,electric_scooter,,Metropolitian,32,12.1
26.914142,75.805704,27.004142,75.895704,,,3,Snack,electric_scooter,1.0,Urban,32,13.39
0.0,0.0,0.01,0.01,Stormy,Low,0,Meal,motorcycle,,Metropolitian,28,1.57
13.02978,80.208812,13.03978,80.218812,Sunny,Low,2,Meal,scooter,1.0,Metropolitian,24,1.55
11.003669,76.976494,11.023669,76.996494,Stormy,Low,0,Buffet,motorcycle,1.0,Metropolitian,29,3.11
0.0,0.0,0.08,0.08,Stormy,Jam,2,Drinks,electric_scooter,1.0,Metropolitian,33,12.55
12.352058,76.60665,12.402058,76.65665,Stormy,Low,1,Meal,motorcycle,0.0,Urban,11,7.76
26.910262,75.783013,27.000262,75.873013,Sandstorms,Jam,1,Drinks,motorcycle,1.0,Metropolitian,29,13.39
12.3085,76.665808,12.3585,76.715808,Sandstorms,Jam,1,Buffet,scooter,0.0,Metropolitian,12,7.76
11.02091,76.940432,11.08091,77.000432,Stormy,Jam,0,Drinks,motorcycle,1.0,Metropolitian,31,9.33
12.972793,80.249982,13.012793,80.289982,Fog,Medium,0,Snack,motorcycle,1.0,Metropolitian,31,6.2
13.081878,80.248519,13.141878,80.308519,Fog,Low,1,Drinks,scooter,0.0,Metropolitian,19,9.29
21.183434,72.814492,21.233434,72.864492,Cloudy,Jam,2,Buffet,electric_scooter,2.0,Metropolitian,38,7.59
22.744648,75.894377,22.824648,75.974377,Stormy,Jam,2,Snack,electric_scooter,1.0,Metropolitian,29,12.08
26.913483,75.803139,27.043483,75.933139,Sunny,Jam,0,Snack,motorcycle,1.0,Metropolitian,32,19.34
18.543626,73.905101,18.653626,74.015101,Windy,Low,0,Buffet,motorcycle,1.0,Metropolitian,20,16.82
22.760072,75.892574,22.800072,75.932574,Sandstorms,High,0,Drinks,motorcycle,1.0,Metropolitian,38,6.04
0.0,0.0,0.11,0.11,Sandstorms,Jam,1,Meal,scooter,0.0,Metropolitian,20,17.26
23.354422,85.3329,23.434422,85.4129,Sandstorms,Jam,2,Snack,motorcycle,1.0,Metropolitian,21,12.06
18.593481,73.785901,18.663481,73.855901,Cloudy,Jam,0,Buffet,motorcycle,1.0,Metropolitian,51,10.7
25.450317,81.831681,25.520317,81.901681,Windy,Jam,0,Snack,motorcycle,1.0,Urban,25,10.47
12.972793,80.249982,12.982793,80.259982,Fog,Low,1,Buffet,motorcycle,,Urban,17,1.55
17.411028,78.329645,17.451028,78.369645,Windy,High,0,Meal,motorcycle,1.0,Metropolitian,30,6.14
12.299524,76.64262,12.359524,76.70262,Stormy,Jam,0,Meal,motorcycle,1.0,Metropolitian,22,9.31
12.979166,77.640709,13.009166,77.670709,Cloudy,Medium,0,Buffet,motorcycle,1.0,,34,4.65
13.005801,80.250744,13.085801,80.330744,Cloudy,Low,1,Drinks,motorcycle,1.0,Metropolitian,22,12.39
0.0,0.0,0.09,0.09,Sunny,Medium,2,Buffet,electric_scooter,0.0,Metropolitian,15,14.12
22.552672,88.352885,22.602672,88.402885,Windy,Medium,0,Snack,motorcycle,0.0,Metropolitian,15,7.56
21.160437,72.774209,21.290437,72.904209,Sandstorms,Jam,1,Snack,scooter,0.0,,16,19.73
17.422819,78.449578,17.452819,78.479578,Sunny,Jam,0,Snack,motorcycle,1.0,Metropolitian,29,4.6
17.45971,78.368855,17.51971,78.428855,Windy,Low,0,Buffet,motorcycle,0.0,Metropolitian,20,9.2
30.914057,75.83982,30.934057,75.85982,Windy,Low,1,Buffet,motorcycle,0.0,Urban,11,2.93
17.424114,78.347554,17.444114,78.367554,Cloudy,High,0,Snack,motorcycle,0.0,Urban,28,3.07
19.131141,72.813074,19.17114,72.853074,Cloudy,High,0,Snack,motorcycle,1.0,Metropolitian,26,6.11
11.010375,76.95295,11.070375,77.01295,Windy,Jam,2,Snack,electric_scooter,1.0,Urban,25,9.33
12.323194,76.630583,12.353194,76.660583,Fog,Low,2,Meal,electric_scooter,1.0,Metropolitian,12,4.65
23.354422,85.3329,23.394422,85.3729,Cloudy,High,0,Buffet,motorcycle,1.0,Urban,30,6.03
12.297954,76.665169,12.407954,76.775169,Sandstorms,Low,0,Snack,motorcycle,1.0,Metropolitian,22,17.06
17.410371,78.437225,17.480371,78.507225,Cloudy,Low,0,Buffet,motorcycle,3.0,Metropolitian,44,10.74
11.022298,76.998349,11.032298,77.008349,Fog,Low,0,Meal,motorcycle,1.0,Metropolitian,25,1.55
21.183434,72.814492,21.193434,72.824492,Stormy,Low,1,Meal,scooter,1.0,,24,1.52
22.732225,75.874765,22.752225,75.894765,Cloudy,Low,2,Snack,scooter,1.0,,16,3.02
18.636215,73.751081,18.726215,73.841081,Sandstorms,Medium,2,Buffet,electric_scooter,1.0,Metropolitian,23,13.76
22.761226,75.887522,22.831226,75.957521,Windy,Jam,2,Buffet,scooter,1.0,Metropolitian,41,10.57
19.880256,75.323503,19.900256,75.343503,Stormy,Low,0,Buffet,motorcycle,1.0,Metropolitian,33,3.05
30.914057,75.83982,31.024057,75.94982,Sunny,Jam,2,Drinks,electric_scooter,1.0,Metropolitian,24,16.1
21.15276,72.778059,21.26276,72.888059,Stormy,Medium,1,Drinks,scooter,1.0,Metropolitian,23,16.7
13.02978,80.208812,13.13978,80.318812,Sandstorms,Jam,2,Drinks,scooter,1.0,Metropolitian,24,17.04
0.0,0.0,0.02,0.02,Stormy,Low,2,Drinks,electric_scooter,1.0,Metropolitian,19,3.14
0.0,0.0,0.01,0.01,Stormy,High,1,Snack,scooter,0.0,Urban,25,1.57
13.086438,80.220672,13.156439,80.290672,Stormy,Jam,1,Meal,motorcycle,0.0,Urban,28,10.84
26.846156,75.8023,26.896156,75.8523,Stormy,Jam,2,Snack,scooter,1.0,Metropolitian,22,7.44
13.026279,80.174568,13.116279,80.264568,Stormy,Jam,2,Meal,motorcycle,1.0,Metropolitian,29,13.94
26.492106,80.327797,26.532106,80.367797,Sandstorms,High,0,Meal,motorcycle,0.0,Urban,20,5.96
13.049645,80.242268,13.089645,80.282268,Cloudy,Medium,1,Drinks,motorcycle,1.0,Metropolitian,13,6.2
12.323225,76.630028,12.393225,76.700028,Cloudy,Medium,1,Drinks,motorcycle,1.0,Metropolitian,40,10.86
12.972161,77.596014,13.002161,77.626014,Fog,Medium,0,Buffet,motorcycle,1.0,Metropolitian,32,4.65
11.024839,77.007003,11.084839,77.067003,Fog,Jam,1,Meal,motorcycle,0.0,Metropolitian,20,9.33
22.745049,75.892471,22.755049,75.902471,Sandstorms,Low,0,Drinks,motorcycle,0.0,Metropolitian,27,1.51
23.355164,85.324097,23.425164,85.394097,Stormy,Jam,2,Snack,motorcycle,1.0,Metropolitian,25,10.55
0.0,0.0,0.11,0.11,Cloudy,Jam,2,Snack,motorcycle,,Metropolitian,30,17.26
22.310329,73.169083,22.440329,73.299083,Sunny,Low,1,Meal,scooter,1.0,Metropolitian,32,19.66
26.49095,80.318656,26.50095,80.328656,Sandstorms,Low,1,Snack,motorcycle,0.0,Urban,10,1.49
12.337978,76.616792,12.367978,76.646792,Fog,Medium,2,Snack,scooter,0.0,Metropolitian,16,4.65
18.592718,73.773572,18.702718,73.883572,Sandstorms,Jam,2,Snack,motorcycle,1.0,Metropolitian,40,16.82
17.424114,78.347554,17.444114,78.367554,Sunny,Low,1,Snack,scooter,1.0,Urban,17,3.07
13.054347,80.257221,13.084347,80.287221,Sandstorms,Medium,0,Drinks,motorcycle,1.0,Metropolitian,19,4.65
21.157729,72.768726,21.287729,72.898726,Cloudy,Medium,0,Drinks,motorcycle,1.0,Metropolitian,36,19.73
11.003681,76.975525,11.053681,77.025525,Sunny,Jam,2,Meal,electric_scooter,0.0,Urban,12,7.77
23.39925,85.390464,23.52925,85.520464,Sunny,Medium,0,Snack,motorcycle,1.0,Metropolitian,32,19.59
26.914142,75.805704,27.004142,75.895704,Fog,Medium,2,Meal,electric_scooter,1.0,Metropolitian,37,13.39
0.0,0.0,0.08,0.08,Stormy,Low,2,Buffet,scooter,1.0,Metropolitian,18,12.55
18.593481,73.785901,18.653481,73.845901,Sunny,Medium,0,Meal,motorcycle,0.0,Metropolitian,16,9.18
23.374989,85.335486,23.404989,85.365486,Sunny,Jam,0,Snack,motorcycle,1.0,Metropolitian,51,4.52
17.431477,78.40035,17.521477,78.49035,Sunny,Jam,0,Snack,motorcycle,2.0,Metropolitian,33,13.81
26.911927,75.797282,26.981927,75.867282,Sandstorms,Medium,1,Meal,scooter,1.0,Metropolitian,27,10.42
13.022394,80.242439,13.082394,80.302439,Sandstorms,Low,1,Drinks,motorcycle,1.0,Metropolitian,28,9.3
17.433809,78.386744,17.453809,78.406744,Fog,Low,0,Drinks,motorcycle,1.0,Metropolitian,17,3.07
12.933284,77.615428,13.013284,77.695428,Cloudy,Low,0,Snack,motorcycle,0.0,Metropolitian,24,12.4
12.3085,76.665808,12.4185,76.775808,Cloudy,Low,1,Snack,motorcycle,0.0,Metropolitian,24,17.06
22.728163,75.884212,22.778163,75.934212,Cloudy,Medium,2,Meal,motorcycle,0.0,Metropolitian,17,7.55
11.025083,77.015393,11.135083,77.125393,Sunny,Medium,1,Buffet,scooter,1.0,Metropolitian,25,17.1
30.327968,78.046106,30.337968,78.056106,Sunny,Low,1,Snack,motorcycle,1.0,Metropolitian,16,1.47
12.321214,76.621094,12.341214,76.641094,Fog,Low,1,Drinks,scooter,0.0,Urban,10,3.1
22.311603,73.165012,22.331603,73.185012,Sunny,Low,1,Snack,motorcycle,0.0,Urban,14,3.03
18.56245,73.916619,18.60245,73.956619,Fog,High,0,Drinks,motorcycle,1.0,Metropolitian,33,6.12
23.359194,85.325447,23.379194,85.345447,Cloudy,Low,1,Snack,motorcycle,0.0,Metropolitian,17,3.01
22.727021,75.884167,22.817021,75.974167,Sandstorms,Jam,0,Snack,motorcycle,2.0,Metropolitian,36,13.59
12.979096,77.640625,13.049096,77.710625,Sandstorms,Jam,2,Drinks,scooter,2.0,Metropolitian,41,10.85
26.766536,75.837333,26.846536,75.917333,Stormy,Low,1,Snack,motorcycle,1.0,,24,11.91
22.744648,75.894377,22.814648,75.964377,Sunny,Jam,1,Buffet,motorcycle,0.0,Urban,34,10.57
22.308096,73.167753,22.398096,73.257753,Windy,Low,2,Snack,motorcycle,1.0,Metropolitian,29,13.61
23.211529,77.419399,23.251529,77.459399,Cloudy,Medium,0,Meal,motorcycle,0.0,Metropolitian,25,6.03
22.310526,73.170937,22.370526,73.230937,Stormy,Medium,2,Buffet,scooter,1.0,Metropolitian,32,9.07
12.284747,76.625861,12.374747,76.715861,Windy,Medium,1,Buffet,motorcycle,1.0,Metropolitian,19,13.96
13.091809,80.219104,13.141809,80.269104,Sandstorms,Low,0,Buffet,motorcycle,1.0,Metropolitian,30,7.75
12.325461,76.632278,12.385461,76.692278,Cloudy,Low,2,Snack,motorcycle,0.0,Metropolitian,12,9.31
10.96185,76.971082,11.04185,77.051082,Sunny,Medium,0,Snack,motorcycle,1.0,Metropolitian,38,12.44
23.333017,85.3172,23.363017,85.3472,Sunny,Low,0,Drinks,motorcycle,1.0,Metropolitian,23,4.52
12.972532,77.608179,13.022532,77.658179,Sandstorms,Jam,1,Buffet,scooter,1.0,Metropolitian,17,7.75
19.866969,75.318894,19.926969,75.378894,Sandstorms,Jam,2,Buffet,motorcycle,1.0,Urban,28,9.14
11.001753,76.986241,11.061753,77.046241,Cloudy,Jam,0,Buffet,motorcycle,1.0,Metropolitian,34,9.33
0.0,0.0,0.07,0.07,Fog,Jam,1,Snack,motorcycle,1.0,Metropolitian,34,10.98
18.569156,73.774723,18.579156,73.784723,Sandstorms,Low,1,Drinks,scooter,1.0,Metropolitian,16,1.53
12.934365,77.616155,12.984365,77.666155,Sunny,Low,1,Drinks,motorcycle,0.0,Metropolitian,22,7.75
27.163303,78.057044,27.193303,78.087044,Sandstorms,Medium,0,Snack,motorcycle,0.0,Metropolitian,17,4.46
18.994049,72.825203,19.024049,72.855203,Fog,Jam,1,Buffet,motorcycle,1.0,Metropolitian,34,4.58
0.0,0.0,0.09,0.09,Sandstorms,Medium,1,Buffet,motorcycle,0.0,Metropolitian,26,14.12
18.543626,73.905101,18.573626,73.935101,Sunny,Jam,2,Snack,scooter,0.0,Urban,13,4.59
22.311358,73.164798,22.331358,73.184798,Sandstorms,Low,1,Buffet,motorcycle,1.0,Metropolitian,20,3.03
0.0,0.0,0.02,0.02,Windy,Low,0,Buffet,motorcycle,0.0,Metropolitian,33,3.14
26.891191,75.802083,26.971191,75.882083,Windy,Medium,0,Snack,motorcycle,1.0,Metropolitian,31,11.9
23.359194,85.325447,23.389194,85.355447,Fog,Jam,1,Snack,motorcycle,0.0,Metropolitian,20,4.52
13.081878,80.248519,13.151878,80.318519,Cloudy,Jam,1,Snack,scooter,1.0,Metropolitian,47,10.84
0.0,0.0,0.09,0.09,Stormy,Jam,0,Snack,motorcycle,1.0,Metropolitian,52,14.12
12.970324,77.645748,12.990324,77.665748,Cloudy,Low,1,Buffet,motorcycle,,Metropolitian,19,3.1
21.157735,72.768778,21.187735,72.798778,Windy,Jam,2,Snack,scooter,0.0,Urban,23,4.55
21.149569,72.772697,21.159569,72.782697,Windy,Low,0,Buffet,motorcycle,1.0,Metropolitian,22,1.52
21.15276,72.778059,21.28276,72.908059,Stormy,Medium,0,Drinks,motorcycle,1.0,Metropolitian,37,19.73
18.636215,73.751081,18.766215,73.881081,Fog,Low,1,Snack,motorcycle,0.0,Metropolitian,29,19.88
12.981615,80.231598,13.021615,80.271598,Cloudy,Medium,0,Snack,motorcycle,1.0,Metropolitian,22,6.2
17.431477,78.40035,17.541477,78.51035,Sandstorms,Medium,2,Snack,scooter,0.0,Metropolitian,27,16.87
13.049645,80.242268,13.059645,80.252268,Windy,Low,2,Meal,scooter,,Metropolitian,20,1.55
15.585658,73.743606,15.635658,73.793606,Cloudy,Low,0,Snack,motorcycle,1.0,Metropolitian,23,7.7
18.539299,73.897902,18.549299,73.907902,Stormy,Low,1,Drinks,scooter,0.0,Metropolitian,29,1.53
9.970717,76.285447,10.060717,76.375447,Sunny,Jam,0,Drinks,motorcycle,1.0,Metropolitian,36,14.02
12.323194,76.630583,12.333194,76.640583,Cloudy,Low,0,Snack,motorcycle,1.0,Urban,19,1.55
18.563934,73.915367,18.603935,73.955367,Windy,High,0,Buffet,motorcycle,1.0,Metropolitian,22,6.12
13.02978,80.208812,13.04978,80.228812,Windy,Low,0,Buffet,motorcycle,1.0,Metropolitian,24,3.1
0.0,0.0,0.05,0.05,Sandstorms,Low,2,Meal,motorcycle,0.0,Urban,10,7.85
17.41233,78.449654,17.48233,78.519654,Fog,Medium,0,Drinks,motorcycle,1.0,Metropolitian,39,10.74
11.02091,76.940432,11.03091,76.950432,Fog,Low,2,Meal,motorcycle,1.0,Metropolitian,17,1.55
18.994237,72.825553,19.024237,72.855553,Sunny,Jam,2,Snack,electric_scooter,0.0,Urban,19,4.58
0.0,0.0,0.03,0.03,Windy,Jam,0,Meal,motorcycle,0.0,Metropolitian,26,4.71
18.563934,73.915367,18.573935,73.925367,Sandstorms,Low,0,Meal,motorcycle,1.0,Metropolitian,25,1.53
26.905287,75.794592,26.955287,75.844592,Windy,Low,2,Buffet,scooter,1.0,Metropolitian,28,7.44
11.010375,76.95295,11.080375,77.02295,Cloudy,Jam,1,Meal,scooter,1.0,Metropolitian,34,10.88
13.045479,80.23311,13.065479,80.25311,Cloudy,Low,1,Drinks,scooter,0.0,Urban,15,3.1
17.455894,78.375467,17.545894,78.465467,Fog,Medium,1,Buffet,scooter,1.0,Metropolitian,29,13.8
21.17106,72.789292,21.20106,72.819292,Fog,Jam,1,Snack,motorcycle,1.0,Metropolitian,20,4.55
13.086438,80.220672,13.136439,80.270672,Windy,Medium,2,Meal,scooter,1.0,Metropolitian,29,7.75
18.530963,73.828972,18.590963,73.888972,Windy,Medium,2,Drinks,electric_scooter,1.0,Metropolitian,31,9.18
19.874449,75.360232,19.984449,75.470232,Fog,Medium,1,Snack,motorcycle,0.0,Metropolitian,39,16.76
22.751857,75.866699,22.861857,75.976699,Fog,Low,2,Meal,motorcycle,1.0,Urban,23,16.61
13.086438,80.220672,13.136439,80.270672,Stormy,Jam,1,Drinks,scooter,1.0,Metropolitian,34,7.75
12.972161,77.596014,13.062161,77.686014,,,3,Snack,scooter,1.0,Metropolitian,14,13.94
13.081878,80.248519,13.131878,80.298519,Windy,Jam,2,Meal,motorcycle,1.0,Metropolitian,32,7.75
12.972532,77.608179,13.082532,77.718179,Stormy,Jam,2,Snack,scooter,1.0,Metropolitian,26,17.04
19.22384,72.841347,19.23384,72.851347,Windy,Low,0,Drinks,motorcycle,1.0,Metropolitian,28,1.53
21.17106,72.789292,21.23106,72.849292,Windy,Jam,2,Snack,scooter,1.0,Metropolitian,33,9.11
22.538999,88.322337,22.608999,88.392336,Stormy,Low,0,Buffet,motorcycle,1.0,Urban,16,10.58
17.450851,78.379347,17.530851,78.459347,Sandstorms,Medium,2,Snack,electric_scooter,1.0,Metropolitian,26,12.27
0.0,0.0,0.09,0.09,Stormy,Medium,0,Buffet,motorcycle,0.0,Metropolitian,29,14.12
13.049645,80.242268,13.059645,80.252268,Sunny,Low,2,Snack,electric_scooter,0.0,Metropolitian,20,1.55
18.536562,73.896485,18.616562,73.976485,Stormy,Jam,2,Buffet,scooter,1.0,Metropolitian,41,12.24
17.433809,78.386744,17.473809,78.426744,Fog,Medium,2,Snack,scooter,0.0,Metropolitian,18,6.14
19.091458,72.827808,19.101458,72.837808,Sunny,Low,1,Meal,scooter,0.0,Urban,19,1.53
17.458998,78.500366,17.478998,78.520366,Fog,High,1,Drinks,scooter,1.0,Metropolitian,24,3.07
0.0,0.0,0.09,0.09,Cloudy,Jam,1,Buffet,scooter,1.0,Metropolitian,36,14.12
13.005801,80.250744,13.035801,80.280744,Stormy,Jam,1,Buffet,scooter,1.0,Metropolitian,28,4.65
22.761593,75.886362,22.811593,75.936362,Sunny,Low,0,Drinks,motorcycle,1.0,Urban,25,7.55
21.149669,72.772629,21.259669,72.882629,Cloudy,Jam,0,Snack,motorcycle,3.0,Urban,50,16.7
22.310329,73.169083,22.390329,73.249083,Stormy,Low,2,Meal,scooter,0.0,Urban,13,12.1
13.066762,80.251865,13.116762,80.301865,Windy,Low,2,Drinks,scooter,1.0,Metropolitian,27,7.75
18.994237,72.825553,19.004237,72.835553,Sandstorms,Low,0,Meal,motorcycle,1.0,Urban,24,1.53
23.351058,85.325731,23.391058,85.365731,Sunny,High,2,Drinks,scooter,0.0,Metropolitian,13,6.03
26.474986,80.342796,26.504986,80.372796,Cloudy,Jam,0,Snack,motorcycle,0.0,Urban,20,4.47
